Word,Start,End,length,time_spent,std_time_spent,speed,post_space,amplitude,pitch,time,var_amplitude,min_var_pitch,avg_var_pitch,max_var_pitch
each,8.04,8.28,4,0.2400000000000002,0.06,16.666666666666654,0.0,0.8015699922118467,,8.16,0.2772152945150374,0.0019717015957257267,12.7637325475134,133.8183814374944
type.,8.28,8.58,5,0.3000000000000007,0.0600000000000001,16.66666666666663,0.4399999999999995,0.6499962468622124,61.626419297363086,8.43,0.4598008039803583,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,9.02,9.36,5,0.3399999999999998,0.0679999999999999,14.705882352941185,0.0,1.3634936834662823,55.00778530441193,9.19,0.0012539604117919,0.0019717015957257267,12.7637325475134,133.8183814374944
is,9.36,9.56,2,0.200000000000001,0.1000000000000005,9.999999999999948,0.0,1.822148569737554,117.22700338475336,9.46,0.2441013998224029,0.0019717015957257267,12.7637325475134,133.8183814374944
like,9.56,9.72,4,0.1600000000000001,0.04,24.99999999999998,0.0,0.9586308897717626,85.72134078813123,9.64,0.1364944036463587,0.0019717015957257267,12.7637325475134,133.8183814374944
a,9.72,9.86,1,0.1399999999999988,0.1399999999999988,7.1428571428572045,0.0,1.087014626783788,78.09152291850869,9.79,0.0581136616501693,0.0019717015957257267,12.7637325475134,133.8183814374944
"crash,",9.86,10.32,6,0.4600000000000008,0.0766666666666668,13.04347826086954,0.1199999999999992,1.1629123206624965,68.4396505429194,10.09,0.0272811485080339,0.0019717015957257267,12.7637325475134,133.8183814374944
hard,10.44,10.7,4,0.2599999999999998,0.0649999999999999,15.384615384615396,0.0,1.8184563367787312,67.67271511342416,10.57,0.2404666174675919,0.0019717015957257267,12.7637325475134,133.8183814374944
to,10.7,10.84,2,0.1400000000000005,0.0700000000000002,14.285714285714228,0.0,0.9799587325075724,87.7448932388561,10.77,0.1211900739570887,0.0019717015957257267,12.7637325475134,133.8183814374944
hear,10.84,11.04,4,0.1999999999999993,0.0499999999999998,20.00000000000007,0.0,1.2334326673441982,83.9134666016926,10.94,0.0089585681095388,0.0019717015957257267,12.7637325475134,133.8183814374944
about.,11.04,11.32,6,0.2800000000000011,0.0466666666666668,21.428571428571345,0.5,1.1492360176336165,,11.18,0.0319860213387037,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,11.82,12.1,5,0.2799999999999993,0.0559999999999998,17.857142857142897,0.0,1.7002039747389617,76.3765434540366,11.96,0.1384744812564699,0.0019717015957257267,12.7637325475134,133.8183814374944
is,12.1,12.26,2,0.1600000000000001,0.08,12.49999999999999,0.0,2.4326056259186433,115.06713276110428,12.18,1.219971600731326,0.0019717015957257267,12.7637325475134,133.8183814374944
like,12.26,12.42,4,0.1600000000000001,0.04,24.99999999999998,0.0,2.133933294854238,82.79741566890935,12.34,0.6493956969397997,0.0019717015957257267,12.7637325475134,133.8183814374944
a,12.42,12.52,1,0.0999999999999996,0.0999999999999996,10.000000000000036,0.0,1.4301629963788056,105.87027417392346,12.47,0.0104204522362723,0.0019717015957257267,12.7637325475134,133.8183814374944
warm,12.52,12.7,4,0.1799999999999997,0.0449999999999999,22.222222222222257,0.0,1.1553074343755725,113.55721710748227,12.61,0.0298511818423017,0.0019717015957257267,12.7637325475134,133.8183814374944
"embrace,",12.7,13.0,8,0.3000000000000007,0.0375,26.666666666666604,0.3000000000000007,1.2650012551416827,77.625773723999,12.85,0.0039792283158652,0.0019717015957257267,12.7637325475134,133.8183814374944
comforting,13.3,13.5,10,0.1999999999999993,0.0199999999999999,50.00000000000018,0.0,1.2464790900973135,79.26695058597252,13.4,0.0066590969261431,0.0019717015957257267,12.7637325475134,133.8183814374944
and,13.5,13.7,3,0.1999999999999993,0.0666666666666664,15.000000000000052,0.0,0.7079859818617014,89.07672617913106,13.6,0.3845195430084173,0.0019717015957257267,12.7637325475134,133.8183814374944
meaningful.,13.7,14.16,11,0.4600000000000008,0.0418181818181818,23.913043478260825,0.7400000000000002,0.6952669079962897,67.30827789493665,13.93,0.4004554216321036,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,14.9,15.18,5,0.2799999999999993,0.0559999999999998,17.857142857142897,0.0,1.2128594543996305,71.80376384981457,15.04,0.0132763225884284,0.0019717015957257267,12.7637325475134,133.8183814374944
is,15.18,15.32,2,0.1400000000000005,0.0700000000000002,14.285714285714228,0.0,1.9342640440669416,,15.25,0.3674562098271864,0.0019717015957257267,12.7637325475134,133.8183814374944
like,15.32,15.48,4,0.1600000000000001,0.04,24.99999999999998,0.0,1.6458271036453818,61.82964212427741,15.4,0.1009617093920151,0.0019717015957257267,12.7637325475134,133.8183814374944
a,15.48,15.64,1,0.1600000000000001,0.1600000000000001,6.249999999999995,0.0,1.476585710123331,117.73034880557972,15.56,0.0220532390518933,0.0019717015957257267,12.7637325475134,133.8183814374944
"snowflake,",15.64,16.08,10,0.4399999999999977,0.0439999999999997,22.727272727272844,0.1800000000000032,0.8570299616439058,,15.86,0.2218903808576038,0.0019717015957257267,12.7637325475134,133.8183814374944
peaceful,16.26,16.46,8,0.1999999999999993,0.0249999999999999,40.00000000000014,0.0,1.1904883981710612,50.56258320203172,16.36,0.01893210384094,0.0019717015957257267,12.7637325475134,133.8183814374944
and,16.46,16.8,3,0.3399999999999998,0.1133333333333332,8.82352941176471,0.0,1.6251805421823369,,16.630000000000003,0.0882673179604671,0.0019717015957257267,12.7637325475134,133.8183814374944
silent.,16.8,17.04,7,0.2399999999999984,0.034285714285714,29.166666666666856,0.6400000000000006,0.830625768188621,,16.92,0.2474630806543719,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,17.68,17.94,5,0.2600000000000015,0.0520000000000003,19.230769230769116,0.0,1.5404966565333724,78.84023158647359,17.810000000000002,0.0451198248668631,0.0019717015957257267,12.7637325475134,133.8183814374944
is,17.94,18.08,2,0.139999999999997,0.0699999999999985,14.28571428571459,0.0,1.7908286318136546,127.27851379830842,18.009999999999998,0.214134093549433,0.0019717015957257267,12.7637325475134,133.8183814374944
difficult,18.08,18.64,9,0.5600000000000023,0.0622222222222224,16.071428571428505,0.0,1.4021443642832117,56.96514352556643,18.36,0.0054851775130612,0.0019717015957257267,12.7637325475134,133.8183814374944
to,18.64,18.9,2,0.259999999999998,0.129999999999999,7.692307692307751,0.0,1.3882467221154162,,18.77,0.0036197480598206,0.0019717015957257267,12.7637325475134,133.8183814374944
"digest,",18.9,19.38,7,0.4800000000000004,0.0685714285714286,14.58333333333332,0.240000000000002,0.98817763956912,60.31308698629812,19.14,0.1155352325807182,0.0019717015957257267,12.7637325475134,133.8183814374944
like,19.62,19.8,4,0.1799999999999997,0.0449999999999999,22.222222222222257,0.0,0.7031904369161317,,19.71,0.3904899405556465,0.0019717015957257267,12.7637325475134,133.8183814374944
fiber,19.8,20.06,5,0.259999999999998,0.0519999999999996,19.23076923076938,0.0,1.9116311673225723,,19.93,0.3405291871627527,0.0019717015957257267,12.7637325475134,133.8183814374944
in,20.06,20.24,2,0.1799999999999997,0.0899999999999998,11.111111111111128,0.0,1.0567717393289886,81.32426127815356,20.15,0.073609463751958,0.0019717015957257267,12.7637325475134,133.8183814374944
the,20.24,20.38,3,0.1400000000000005,0.0466666666666668,21.428571428571345,0.0,1.68332229308878,116.31801042077336,20.31,0.1261953958373881,0.0019717015957257267,12.7637325475134,133.8183814374944
digestive,20.38,20.78,9,0.4000000000000021,0.0444444444444446,22.49999999999988,0.0,1.1210917964948015,,20.58,0.0428451016679425,0.0019717015957257267,12.7637325475134,133.8183814374944
system.,20.78,21.18,7,0.3999999999999986,0.0571428571428569,17.500000000000064,0.379999999999999,0.7643252869058637,83.47997513171883,20.98,0.3178220600360665,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,21.56,21.8,5,0.240000000000002,0.0480000000000003,20.83333333333316,0.0,1.1123373136977042,60.53195802958215,21.68,0.0465459336422455,0.0019717015957257267,12.7637325475134,133.8183814374944
can,21.8,22.0,3,0.1999999999999993,0.0666666666666664,15.000000000000052,0.0,1.2293051196663998,80.2973904539522,21.9,0.0097569471628867,0.0019717015957257267,12.7637325475134,133.8183814374944
be,22.0,22.14,2,0.1400000000000005,0.0700000000000002,14.285714285714228,0.0,0.8869817365572075,,22.07,0.1945697776629496,0.0019717015957257267,12.7637325475134,133.8183814374944
toxic,22.14,22.54,5,0.3999999999999986,0.0799999999999997,12.500000000000044,0.0,1.24563936500606,59.72128444953696,22.34,0.0067968507245252,0.0019717015957257267,12.7637325475134,133.8183814374944
like,22.54,22.72,4,0.1799999999999997,0.0449999999999999,22.222222222222257,0.0,1.1625859224153516,,22.63,0.0273890774795596,0.0019717015957257267,12.7637325475134,133.8183814374944
drugs,22.72,23.04,5,0.3200000000000003,0.064,15.624999999999986,0.0,1.2528366243801947,,22.88,0.0056619237417472,0.0019717015957257267,12.7637325475134,133.8183814374944
and,23.04,23.24,3,0.1999999999999993,0.0666666666666664,15.000000000000052,0.0,1.188155126434102,,23.14,0.0195796362959843,0.0019717015957257267,12.7637325475134,133.8183814374944
alcohol,23.24,23.5,7,0.2600000000000015,0.0371428571428573,26.92307692307676,0.0,1.3336616515459432,71.78831534069992,23.369999999999997,3.1128270764500316e-05,0.0019717015957257267,12.7637325475134,133.8183814374944
in,23.5,23.72,2,0.2199999999999988,0.1099999999999994,9.090909090909138,0.0,0.808485026732499,59.79912667063581,23.61,0.2699814095429756,0.0019717015957257267,12.7637325475134,133.8183814374944
the,23.72,23.82,3,0.1000000000000014,0.0333333333333338,29.999999999999577,0.0,2.018798648856993,,23.77,0.4770889640366293,0.0019717015957257267,12.7637325475134,133.8183814374944
bloodstream.,23.82,24.3,12,0.4800000000000004,0.04,24.99999999999998,0.4399999999999977,0.8391265284389263,62.837171525892664,24.06,0.2390778247949961,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,24.74,25.06,5,0.3200000000000003,0.064,15.624999999999986,0.0,1.6699976497599494,76.88235323846018,24.9,0.1169060516816058,0.0019717015957257267,12.7637325475134,133.8183814374944
is,25.06,25.24,2,0.1799999999999997,0.0899999999999998,11.111111111111128,0.0,1.7488774397370987,71.3940373397025,25.15,0.177068482282641,0.0019717015957257267,12.7637325475134,133.8183814374944
the,25.24,25.36,3,0.120000000000001,0.0400000000000003,24.99999999999979,0.0,2.006424913165797,,25.299999999999997,0.4601485922751797,0.0019717015957257267,12.7637325475134,133.8183814374944
fly,25.36,25.5,3,0.1400000000000005,0.0466666666666668,21.428571428571345,0.0,2.1549177624025835,105.18031599052748,25.43,0.6836567495603902,0.0019717015957257267,12.7637325475134,133.8183814374944
that,25.5,25.66,4,0.1600000000000001,0.04,24.99999999999998,0.0,1.8554104330432424,51.167996208824526,25.58,0.2780748755056897,0.0019717015957257267,12.7637325475134,133.8183814374944
was,25.66,25.84,3,0.1799999999999997,0.0599999999999999,16.666666666666693,0.0,0.8279945867278266,,25.75,0.2500878009994501,0.0019717015957257267,12.7637325475134,133.8183814374944
faced,25.84,26.04,5,0.1999999999999993,0.0399999999999998,25.00000000000009,0.0,1.9981117221762876,,25.94,0.448939319350904,0.0019717015957257267,12.7637325475134,133.8183814374944
after,26.04,26.28,5,0.240000000000002,0.0480000000000003,20.83333333333316,0.0,0.7264478776825116,,26.16,0.3619640744024136,0.0019717015957257267,12.7637325475134,133.8183814374944
the,26.28,26.44,3,0.1600000000000001,0.0533333333333333,18.749999999999982,0.0,1.7123562774014218,117.85338612078291,26.36,0.1476664282090036,0.0019717015957257267,12.7637325475134,133.8183814374944
9-11,26.44,26.88,4,0.4399999999999977,0.1099999999999994,9.090909090909138,0.0,1.1110921301197902,88.2463809253515,26.66,0.0470847685515882,0.0019717015957257267,12.7637325475134,133.8183814374944
"attacks,",26.88,27.3,8,0.4200000000000017,0.0525000000000002,19.04761904761897,0.1600000000000001,0.8215555029154983,,27.09,0.2565694772288486,0.0019717015957257267,12.7637325475134,133.8183814374944
unwavering,27.46,27.98,10,0.5199999999999996,0.0519999999999999,19.230769230769248,0.0,1.2649582826013537,116.17814271031752,27.72,0.0039846516748701,0.0019717015957257267,12.7637325475134,133.8183814374944
and,27.98,28.14,3,0.1600000000000001,0.0533333333333333,18.749999999999982,0.0,1.5333971629788774,77.06438295786279,28.06,0.0421541601016091,0.0019717015957257267,12.7637325475134,133.8183814374944
a,28.14,28.26,1,0.120000000000001,0.120000000000001,8.333333333333265,0.0,1.507541630408462,,28.200000000000003,0.032205622550127,0.0019717015957257267,12.7637325475134,133.8183814374944
symbol,28.26,28.48,6,0.2199999999999988,0.0366666666666664,27.272727272727412,0.0,1.6185412017960652,,28.37,0.0843663271477638,0.0019717015957257267,12.7637325475134,133.8183814374944
of,28.48,28.62,2,0.1400000000000005,0.0700000000000002,14.285714285714228,0.0,1.1819065200358894,,28.55,0.0213673820419816,0.0019717015957257267,12.7637325475134,133.8183814374944
hope.,28.62,28.9,5,0.2799999999999976,0.0559999999999995,17.85714285714301,0.5,0.8363389830859544,,28.76,0.2418115684278552,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,29.4,29.5,5,0.1000000000000014,0.0200000000000002,49.99999999999929,0.0,1.3267516687022625,123.90432190962568,29.45,1.7707926101291862e-06,0.0019717015957257267,12.7637325475134,133.8183814374944
is,29.5,29.7,2,0.1999999999999993,0.0999999999999996,10.000000000000036,0.0,2.095159606302809,61.7916978411332,29.6,0.5884074710823191,0.0019717015957257267,12.7637325475134,133.8183814374944
like,29.7,29.9,4,0.1999999999999993,0.0499999999999998,20.00000000000007,0.0,1.314099267110683,86.5926738427142,29.799999999999997,0.0001955274466239,0.0019717015957257267,12.7637325475134,133.8183814374944
"gold,",29.9,30.12,5,0.2200000000000024,0.0440000000000004,22.72727272727248,0.0599999999999987,1.8498598548402592,68.28267126578768,30.01,0.2722517332302083,0.0019717015957257267,12.7637325475134,133.8183814374944
strong,30.18,30.42,6,0.240000000000002,0.0400000000000003,24.99999999999979,0.0,1.1259970732127185,56.71432029526809,30.3,0.0408384712272373,0.0019717015957257267,12.7637325475134,133.8183814374944
but,30.42,30.64,3,0.2199999999999988,0.0733333333333329,13.636363636363706,0.0,1.061280660444042,,30.53,0.0711831575684825,0.0019717015957257267,12.7637325475134,133.8183814374944
weak.,30.64,31.0,5,0.3599999999999994,0.0719999999999998,13.88888888888891,0.4600000000000008,0.3089788606003545,,30.82,1.0385719832927225,0.0019717015957257267,12.7637325475134,133.8183814374944
Truth,31.46,31.68,5,0.2199999999999988,0.0439999999999997,22.727272727272844,0.0,1.3293128103584426,55.68488997903922,31.57,1.5139588187083137e-06,0.0019717015957257267,12.7637325475134,133.8183814374944
is,31.68,31.86,2,0.1799999999999997,0.0899999999999998,11.111111111111128,0.0,1.7676414759622583,84.37340270739605,31.77,0.1932121988259142,0.0019717015957257267,12.7637325475134,133.8183814374944
an,31.86,31.96,2,0.1000000000000014,0.0500000000000007,19.999999999999716,0.0,1.478421385582769,108.77827884367862,31.91,0.0226018165937181,0.0019717015957257267,12.7637325475134,133.8183814374944
essential,31.96,32.26,9,0.2999999999999971,0.033333333333333,30.000000000000284,0.0,1.2924262712028634,,32.11,0.001271358095952,0.0019717015957257267,12.7637325475134,133.8183814374944
part,32.26,32.5,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.0,1.53481432632919,,32.379999999999995,0.0427380976249451,0.0019717015957257267,12.7637325475134,133.8183814374944
of,32.5,32.62,2,0.1199999999999974,0.0599999999999987,16.666666666667023,0.0,1.084934050864095,,32.56,0.0591211099711209,0.0019717015957257267,12.7637325475134,133.8183814374944
"life,",32.62,32.86,5,0.240000000000002,0.0480000000000003,20.83333333333316,0.1400000000000005,0.9995766152405272,,32.739999999999995,0.1079160374930932,0.0019717015957257267,12.7637325475134,133.8183814374944
just,33.0,33.16,4,0.1599999999999966,0.0399999999999991,25.000000000000533,0.0,1.313733312881168,76.69172029875406,33.08,0.0002058957277436,0.0019717015957257267,12.7637325475134,133.8183814374944
like,33.16,33.28,4,0.1200000000000045,0.0300000000000011,33.33333333333207,0.0,1.1769783471796726,62.35644804709445,33.22,0.0228324287404942,0.0019717015957257267,12.7637325475134,133.8183814374944
water,33.28,33.54,5,0.259999999999998,0.0519999999999996,19.23076923076938,0.0,1.601091205580833,,33.41,0.0745338188343157,0.0019717015957257267,12.7637325475134,133.8183814374944
to,33.54,33.72,2,0.1799999999999997,0.0899999999999998,11.111111111111128,0.0,1.3187754312055002,,33.629999999999995,8.661929622854589e-05,0.0019717015957257267,12.7637325475134,133.8183814374944
the,33.72,33.88,3,0.1600000000000037,0.0533333333333345,18.749999999999567,0.0,1.359829147986317,84.86567415169297,33.8,0.0010078572763316,0.0019717015957257267,12.7637325475134,133.8183814374944
body.,33.88,34.12,5,0.2399999999999948,0.0479999999999989,20.833333333333776,0.0,1.105236402988025,,34.0,0.0496603294791637,0.0019717015957257267,12.7637325475134,133.8183814374944
