Word,Start,End,length,time_spent,std_time_spent,speed,post_space,amplitude,pitch,time,var_amplitude,min_var_pitch,avg_var_pitch,max_var_pitch
6,6.92,7.36,1,0.4400000000000004,0.4400000000000004,2.2727272727272707,0.0,0.6654011554790494,,7.140000000000001,0.5328886157245404,0.0006570133164640104,9.885020571786065,123.1150131644576
or,7.36,7.5,2,0.1399999999999996,0.0699999999999998,14.285714285714318,0.0,0.8664026357506908,,7.43,0.2798311842136368,0.0006570133164640104,9.885020571786065,123.1150131644576
so,7.5,7.72,2,0.2199999999999997,0.1099999999999998,9.0909090909091,0.0,1.4354790119590464,62.630662477378856,7.609999999999999,0.0016068596542495,0.0006570133164640104,9.885020571786065,123.1150131644576
"years,",7.72,8.06,6,0.3400000000000007,0.0566666666666667,17.647058823529374,0.1999999999999993,0.8030596607464343,85.66446821931184,7.890000000000001,0.3508592088884079,0.0006570133164640104,9.885020571786065,123.1150131644576
and,8.26,8.44,3,0.1799999999999997,0.0599999999999999,16.666666666666693,0.0,0.8817149553764065,52.560593384631744,8.35,0.2638655013100709,0.0006570133164640104,9.885020571786065,123.1150131644576
specifically,8.44,9.0,12,0.5600000000000005,0.0466666666666667,21.42857142857141,0.0,2.040391778660365,73.86345168244442,8.719999999999999,0.4160229626692518,0.0006570133164640104,9.885020571786065,123.1150131644576
I,9.0,9.28,1,0.2799999999999993,0.2799999999999993,3.57142857142858,0.0,1.4377274510489484,57.85257369303788,9.14,0.001792175435254,0.0006570133164640104,9.885020571786065,123.1150131644576
love,9.28,9.64,4,0.3600000000000012,0.0900000000000003,11.111111111111072,0.0,1.094149302347972,,9.46,0.0907479810587294,0.0006570133164640104,9.885020571786065,123.1150131644576
to,9.64,9.93,2,0.2899999999999991,0.1449999999999995,6.896551724137951,0.0,0.6622307794574277,,9.785,0.5375273665582723,0.0006570133164640104,9.885020571786065,123.1150131644576
make,9.93,10.3,4,0.370000000000001,0.0925000000000002,10.810810810810782,0.0,0.682056566884593,,10.115,0.508849377542362,0.0006570133164640104,9.885020571786065,123.1150131644576
puzzle,10.3,10.72,6,0.4199999999999999,0.0699999999999999,14.285714285714288,0.0,0.757239051136489,,10.510000000000002,0.4072409193537196,0.0006570133164640104,9.885020571786065,123.1150131644576
games.,10.72,11.04,6,0.3199999999999985,0.053333333333333,18.75000000000009,0.0,0.4588299437271385,,10.88,0.8771510289328237,0.0006570133164640104,9.885020571786065,123.1150131644576
