Word,Start,End,length,time_spent,std_time_spent,speed,post_space,amplitude,pitch,time
a,25.74,26.52,1,0.7800000000000011,0.7800000000000011,1.2820512820512802,0.0,0.3987783839947534,0.2746805723553895,26.13
shattered,26.52,27.0,9,0.4800000000000004,0.05333333333333338,18.749999999999982,0.0,1.441946126360291,0.6542622979306071,26.759999999999998
visage,27.0,27.44,6,0.4400000000000013,0.07333333333333354,13.636363636363598,0.0,1.3932708303272607,0.5229908495194103,27.22
"lies,",27.44,27.86,5,0.41999999999999815,0.08399999999999963,11.904761904761957,0.7800000000000011,0.9318548777915673,0.44678075518706756,27.65
Whose,28.64,28.88,5,0.23999999999999844,0.04799999999999969,20.83333333333347,0.0,1.2591143739503436,0.2645327984488813,28.759999999999998
frown,28.88,29.3,5,0.4200000000000017,0.08400000000000034,11.904761904761857,0.0,1.6774402021386945,0.7422881804558974,29.09
and,29.3,29.5,3,0.1999999999999993,0.06666666666666643,15.000000000000053,0.0,1.20991001953275,0.5426620681472966,29.4
wrinkled,29.5,29.92,8,0.4200000000000017,0.05250000000000021,19.04761904761897,0.0,1.2367287922272363,0.7162156434387511,29.71
lip,29.92,30.2,3,0.2799999999999976,0.09333333333333253,10.714285714285806,0.0,1.2398114514506438,0.9795339005185167,30.060000000000002
and,30.2,30.58,3,0.379999999999999,0.12666666666666634,7.894736842105284,0.0,0.8889353151827712,0.44321564297860605,30.39
sneer,30.58,31.06,5,0.4800000000000004,0.09600000000000009,10.416666666666657,0.0,1.4740660414530038,0.7610019671893152,30.82
of,31.06,31.24,2,0.17999999999999972,0.08999999999999986,11.111111111111128,0.0,0.6262976867402222,0.5300520685995143,31.15
cold,31.24,31.58,4,0.33999999999999986,0.08499999999999996,11.764705882352946,0.0,1.5303137342659965,0.6277344868428811,31.409999999999997
command,31.58,32.2,7,0.6200000000000045,0.08857142857142922,11.290322580645078,0.519999999999996,1.1897933542598174,0.560446823321908,31.89
Tell,32.72,33.08,4,0.35999999999999943,0.08999999999999986,11.111111111111128,0.0,2.476941970316531,0.6960498061554425,32.9
that,33.08,33.36,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.0,1.480472463130229,0.5946589113530405,33.22
its,33.36,33.62,3,0.259999999999998,0.086666666666666,11.538461538461627,0.0,0.7922676181361948,0.2682403327315464,33.489999999999995
sculptor,33.62,34.36,8,0.740000000000002,0.09250000000000025,10.810810810810782,0.0,1.1773964751103692,0.41624363609623255,33.989999999999995
well,34.36,34.74,4,0.38000000000000256,0.09500000000000064,10.526315789473614,0.0,1.8661243745619451,0.7621339736735808,34.55
those,34.74,35.12,5,0.37999999999999545,0.0759999999999991,13.157894736842263,0.0,1.242993133788698,0.6143888652555918,34.93
passions,35.12,35.64,8,0.5200000000000031,0.06500000000000039,15.384615384615293,0.0,1.004225865031613,0.5324009533296808,35.379999999999995
read,35.64,36.02,4,0.38000000000000256,0.09500000000000064,10.526315789473614,0.0,1.3250400803752596,0.5428783916154885,35.83
which,36.02,36.34,5,0.3200000000000003,0.06400000000000006,15.624999999999986,0.0,1.112544651783379,0.4689837613822697,36.18000000000001
yet,36.34,36.62,3,0.27999999999999403,0.09333333333333134,10.714285714285943,0.0,0.8753931945088468,0.25753558030606577,36.480000000000004
"survive,",36.62,37.28,8,0.6600000000000037,0.08250000000000046,12.121212121212054,0.5799999999999983,0.7863568158015016,0.426848823876781,36.95
Stamped,37.86,38.44,7,0.5799999999999983,0.08285714285714262,12.068965517241415,0.0,1.045321218026984,0.6099787229699408,38.15
on,38.44,38.58,2,0.14000000000000057,0.07000000000000028,14.285714285714228,0.0,1.2767973016279526,0.6160345863907425,38.51
these,38.58,38.8,5,0.21999999999999886,0.043999999999999775,22.727272727272844,0.0,1.0163981828761062,0.5956317431339742,38.69
lifeless,38.8,39.3,8,0.5,0.0625,16.0,0.0,1.0330259284246324,0.5248197799006894,39.05
"things,",39.3,39.98,7,0.6799999999999997,0.0971428571428571,10.294117647058828,0.8000000000000043,0.708586198033695,0.5250496572964897,39.64
the,40.78,41.08,3,0.29999999999999716,0.09999999999999905,10.000000000000094,0.0,1.1633251803837403,0.7383992711070655,40.93
hand,41.08,41.46,4,0.38000000000000256,0.09500000000000064,10.526315789473614,0.0,1.4205352072727604,0.7036626977204099,41.269999999999996
that,41.46,41.74,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.0,1.255149754688264,0.5813908623988613,41.6
mocked,41.74,42.18,6,0.4399999999999977,0.07333333333333296,13.636363636363706,0.0,0.9306822410807205,0.7050783740079267,41.96
"them,",42.18,42.38,5,0.20000000000000284,0.04000000000000057,24.999999999999645,0.09999999999999432,0.39422057556201945,0.606270345180962,42.28
And,42.48,43.0,3,0.5200000000000031,0.17333333333333437,5.7692307692307345,0.0,1.1558843894565607,0.5752941698056696,42.739999999999995
the,43.0,43.12,3,0.11999999999999744,0.03999999999999915,25.000000000000533,0.0,0.7092404162052542,0.7306615209139724,43.06
heart,43.12,43.44,5,0.3200000000000003,0.06400000000000006,15.624999999999986,0.0,0.9558115700449464,0.28207484182817744,43.28
that,43.44,43.78,4,0.3400000000000034,0.08500000000000085,11.764705882352823,0.0,0.7526809803121917,0.11835243005440632,43.61
fed.,43.78,44.08,4,0.29999999999999716,0.07499999999999929,13.33333333333346,1.0799999999999983,0.3663728740060941,0.12366217933379578,43.93
And,45.16,45.72,3,0.5600000000000023,0.18666666666666742,5.3571428571428354,0.0,0.6267231191828457,0.46833728901971305,45.44
on,45.72,45.94,2,0.21999999999999886,0.10999999999999943,9.090909090909138,0.0,1.1710770104409294,0.8873368537128592,45.83
the,45.94,46.18,3,0.240000000000002,0.08000000000000067,12.499999999999897,0.0,1.1179841169463418,0.7045829381133288,46.06
pedestal,46.18,46.98,8,0.7999999999999972,0.09999999999999964,10.000000000000036,0.0,0.6738532076741677,0.4687422761752955,46.58
these,46.98,47.36,5,0.38000000000000256,0.07600000000000051,13.157894736842017,0.0,1.0223112250084927,0.6780794127055947,47.17
words,47.36,47.78,5,0.4200000000000017,0.08400000000000034,11.904761904761857,0.0,1.1670900186855317,0.4327327766170311,47.57
"appear,",47.78,48.42,7,0.6400000000000006,0.09142857142857151,10.937499999999991,1.7800000000000011,0.7569316356966912,0.2428682770872529,48.1
My,50.2,50.68,2,0.4799999999999969,0.23999999999999844,4.166666666666694,0.0,1.9291664788738516,0.635181321727426,50.44
name,50.68,51.24,4,0.5600000000000023,0.14000000000000057,7.142857142857114,0.0,2.141152937512428,0.7130869943643152,50.96
is,51.24,51.72,2,0.4799999999999969,0.23999999999999844,4.166666666666694,0.0,2.2273733586301345,0.9308662503297812,51.480000000000004
"Ozymandas,",51.72,52.88,10,1.1600000000000037,0.11600000000000037,8.620689655172386,0.3999999999999986,2.5135550893645626,1.295331401742656,52.3
King,53.28,53.62,4,0.3399999999999963,0.08499999999999908,11.76470588235307,0.0,2.4105053018253235,0.46748586830897926,53.45
of,53.62,53.96,2,0.3400000000000034,0.1700000000000017,5.8823529411764115,0.0,2.9319490114444116,1.1790662562139809,53.79
"Kings,",53.96,54.66,6,0.6999999999999957,0.11666666666666596,8.571428571428624,0.7000000000000028,2.742928433188578,1.41652654744505,54.31
Look,55.36,55.6,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.0,2.2283817005508895,0.8748253428454782,55.480000000000004
on,55.6,55.92,2,0.3200000000000003,0.16000000000000014,6.249999999999995,0.0,3.609081770179767,0.39526574437479634,55.760000000000005
my,55.92,56.34,2,0.4200000000000017,0.21000000000000085,4.761904761904742,0.0,2.917524736550145,0.6811634084405837,56.13
"works,",56.34,56.74,6,0.3999999999999986,0.06666666666666643,15.000000000000053,0.28000000000000114,2.690694157075759,1.496656082237533,56.540000000000006
you,57.02,57.24,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.0,2.734851591915197,0.5488133898385511,57.13
mighty,57.24,57.6,6,0.35999999999999943,0.05999999999999991,16.666666666666693,0.0,2.2108397987341797,0.5748563394920837,57.42
and,57.6,58.14,3,0.5399999999999991,0.17999999999999972,5.555555555555564,0.0,2.567577420990403,0.652342996116565,57.870000000000005
despair.,58.14,58.88,8,0.740000000000002,0.09250000000000025,10.810810810810782,2.559999999999995,2.2675784192379984,1.4781917326126275,58.510000000000005
Nothing,61.44,61.86,7,0.4200000000000017,0.06000000000000024,16.6666666666666,0.0,1.1540126066599135,0.6506315082440166,61.65
beside,61.86,62.52,6,0.6600000000000037,0.11000000000000061,9.09090909090904,0.0,1.159575714560266,0.4468665206541987,62.19
remains.,62.52,63.52,8,1.0,0.125,8.0,1.1600000000000037,0.5815388111987154,0.6155739059832003,63.02
Round,64.68,65.08,5,0.3999999999999915,0.0799999999999983,12.500000000000266,0.0,1.6383897249491917,0.6583418899868485,64.88
the,65.08,65.36,3,0.28000000000000114,0.09333333333333371,10.714285714285671,0.0,1.1042032335694378,0.5550446648662998,65.22
decay,65.36,65.68,5,0.3200000000000074,0.06400000000000147,15.62499999999964,0.0,1.4631122305043258,0.5600761473568905,65.52000000000001
of,65.68,65.96,2,0.2799999999999869,0.13999999999999346,7.142857142857476,0.0,1.2225393978591752,0.48173544929787965,65.82
that,65.96,66.18,4,0.22000000000001307,0.05500000000000327,18.1818181818171,0.0,0.8385985462077095,0.1815220517592784,66.07
colossal,66.18,66.78,8,0.5999999999999943,0.07499999999999929,13.33333333333346,0.0,1.3317272793737902,0.503141175493315,66.48
"wreck,",66.78,67.28,6,0.5,0.08333333333333333,12.0,0.45999999999999375,0.40004331785954467,0.6910154766707048,67.03
boundless,67.74,68.3,9,0.5600000000000023,0.06222222222222248,16.071428571428505,0.0,0.7605143181078761,0.6382092632381364,68.02
and,68.3,68.66,3,0.35999999999999943,0.11999999999999982,8.333333333333346,0.0,0.9901121607509791,0.5096636911505061,68.47999999999999
"bare,",68.66,69.08,5,0.4200000000000017,0.08400000000000034,11.904761904761857,0.8799999999999955,0.9903237976236855,0.40868890825337656,68.87
The,69.96,70.24,3,0.28000000000000114,0.09333333333333371,10.714285714285671,0.0,1.7122969666368488,0.6059505718116625,70.1
lone,70.24,70.66,4,0.4200000000000017,0.10500000000000043,9.523809523809485,0.0,1.3675209912370963,0.697175378406008,70.44999999999999
and,70.66,70.96,3,0.29999999999999716,0.09999999999999905,10.000000000000094,0.0,1.277486441673027,0.596418825301253,70.81
level,70.96,71.26,5,0.30000000000001137,0.060000000000002274,16.666666666666035,0.0,1.004911351659569,0.61143042050055,71.11
sands,71.26,71.98,5,0.7199999999999989,0.14399999999999977,6.944444444444455,0.0,0.8393154245729619,0.3874302958301025,71.62
stretch,71.98,72.78,7,0.7999999999999972,0.11428571428571388,8.750000000000032,0.0,0.6682441815111979,0.852196637643305,72.38
far,72.78,73.68,3,0.9000000000000057,0.3000000000000019,3.333333333333312,0.0,0.8809815015038238,0.6758590059242015,73.23
away.,73.68,74.16,5,0.47999999999998977,0.09599999999999795,10.416666666666888,0.0,0.9669944664890235,0.41951118522525915,73.92
