Word,Start,End,length,time_spent,std_time_spent,speed,time,post_space,amplitude,pitch
even,9.06,9.36,4,0.29999999999999893,0.07499999999999973,13.33333333333338,9.21,0.040000000000000924,0.1290752176650522,252.58570403720205
there's,9.4,9.54,7,0.1399999999999988,0.019999999999999827,50.00000000000043,9.469999999999999,0.040000000000000924,0.12026190395612998,193.9746244242028
some,9.58,9.72,4,0.14000000000000057,0.03500000000000014,28.571428571428456,9.65,0.05999999999999872,0.1022649508376053,186.26856587928367
challenges,9.78,10.26,10,0.4800000000000004,0.04800000000000004,20.833333333333314,10.02,0.0600000000000005,0.07021304296674889,155.16560927332944
within,10.32,10.68,6,0.35999999999999943,0.05999999999999991,16.666666666666693,10.5,0.08000000000000007,0.10069015572553326,210.43210136423116
the,10.76,10.82,3,0.0600000000000005,0.020000000000000167,49.99999999999959,10.79,0.0600000000000005,0.10011236540258853,134.64058087760566
democrats,10.88,11.44,9,0.5599999999999987,0.06222222222222208,16.07142857142861,11.16,0.33999999999999986,0.06601436078318323,119.50799405278589
maybe,11.78,11.98,5,0.20000000000000107,0.040000000000000216,24.99999999999987,11.879999999999999,0.05999999999999872,0.0894112546571516,141.258956970279
somebody,12.04,12.3,8,0.26000000000000156,0.032500000000000195,30.769230769230585,12.17,0.03999999999999915,0.06568223268929169,132.57306896047373
will,12.34,12.4,4,0.0600000000000005,0.015000000000000124,66.66666666666612,12.370000000000001,0.03999999999999915,0.0781141372000897,129.4796532492235
might,12.44,12.6,5,0.16000000000000014,0.03200000000000003,31.24999999999997,12.52,0.040000000000000924,0.09994455814689586,122.44532064937188
start,12.64,12.88,5,0.2400000000000002,0.04800000000000004,20.833333333333314,12.760000000000002,0.019999999999999574,0.07983701379444891,120.83745081338283
a,12.9,12.94,1,0.03999999999999915,0.03999999999999915,25.000000000000533,12.92,0.16000000000000014,0.06428278282171125,113.30111956659199
you,13.1,13.2,3,0.09999999999999964,0.033333333333333215,30.000000000000107,13.149999999999999,0.040000000000000924,0.054244666019343434,164.87817008376186
know,13.24,13.4,4,0.16000000000000014,0.040000000000000036,24.99999999999998,13.32,0.21999999999999886,0.07247820688304414,117.12138091083534
to,13.62,13.7,2,0.08000000000000007,0.040000000000000036,24.99999999999998,13.66,0.16000000000000014,0.023132462428186288,
try,13.86,14.0,3,0.14000000000000057,0.046666666666666856,21.428571428571342,13.93,0.019999999999999574,0.13793796742224945,155.64813159136358
to,14.02,14.1,2,0.08000000000000007,0.040000000000000036,24.99999999999998,14.059999999999999,0.040000000000000924,0.05086739708589515,138.73213494085303
primary,14.14,14.54,7,0.3999999999999986,0.05714285714285694,17.500000000000064,14.34,0.08000000000000007,0.10692837515185293,153.0883612481166
him,14.62,14.82,3,0.20000000000000107,0.06666666666666703,14.99999999999992,14.719999999999999,0.11999999999999922,0.09164030490540612,144.80422258250164
etc,14.94,15.44,3,0.5,0.16666666666666666,6.0,15.19,0.5999999999999996,0.07376889497075094,129.80591307544557
but,16.04,16.22,3,0.17999999999999972,0.05999999999999991,16.666666666666693,16.13,0.6000000000000014,0.10336584487907353,252.97349826542614
what,16.82,16.96,4,0.14000000000000057,0.03500000000000014,28.571428571428456,16.89,0.03999999999999915,0.1223704286466103,266.68347391009297
i,17.0,17.06,1,0.05999999999999872,0.05999999999999872,16.666666666667023,17.03,0.060000000000002274,0.13956927369943922,229.53181277407393
would,17.12,17.22,5,0.09999999999999787,0.019999999999999574,50.000000000001066,17.17,0.0400000000000027,0.060543572453912876,328.01079178627964
like,17.26,17.38,4,0.11999999999999744,0.02999999999999936,33.333333333334046,17.32,0.060000000000002274,0.10890652350535,258.63221460158053
to,17.44,17.5,2,0.05999999999999872,0.02999999999999936,33.333333333334046,17.47,0.05999999999999872,0.04656895347569057,172.31318247203663
know,17.56,17.74,4,0.17999999999999972,0.04499999999999993,22.222222222222257,17.65,0.060000000000002274,0.12752260480024247,187.60743930711854
is,17.8,18.04,2,0.23999999999999844,0.11999999999999922,8.333333333333387,17.92,0.620000000000001,0.04812192727870447,132.67792168775154
many,18.66,19.0,4,0.33999999999999986,0.08499999999999996,11.764705882352946,18.83,0.10000000000000142,0.10186076942738082,276.9842920303151
say,19.1,19.36,3,0.259999999999998,0.086666666666666,11.538461538461627,19.23,0.060000000000002274,0.09539045758525579,216.81761406080196
that,19.42,19.58,4,0.1599999999999966,0.03999999999999915,25.000000000000533,19.5,0.10000000000000142,0.06072650611061677,160.7703710860532
his,19.68,20.02,3,0.33999999999999986,0.11333333333333329,8.82352941176471,19.85,0.33999999999999986,0.06820452685031037,157.77318627053134
policies,20.36,20.94,8,0.5800000000000018,0.07250000000000023,13.793103448275819,20.65,0.019999999999999574,0.08163264553427717,204.01568881416503
and,20.96,21.02,3,0.05999999999999872,0.019999999999999574,50.000000000001066,20.990000000000002,0.03999999999999915,0.10337902715412964,182.04160249289998
his,21.06,21.18,3,0.120000000000001,0.040000000000000334,24.999999999999794,21.119999999999997,0.08000000000000185,0.07742801507292674,136.5952311572336
legislatives,21.26,22.18,12,0.9199999999999982,0.07666666666666651,13.043478260869591,21.72,0.05999999999999872,0.06815525802980037,202.83663274062562
and,22.24,22.34,3,0.10000000000000142,0.033333333333333805,29.999999999999574,22.29,0.05999999999999872,0.11020129287187194,140.46844007814647
his,22.4,22.56,3,0.16000000000000014,0.05333333333333338,18.749999999999982,22.479999999999997,0.120000000000001,0.07753900573383052,145.208468547116
winds,22.68,23.1,5,0.4200000000000017,0.08400000000000034,11.904761904761857,22.89,0.03999999999999915,0.10006965555844304,239.29981912332929
frankly,23.14,23.54,7,0.3999999999999986,0.05714285714285694,17.500000000000064,23.34,0.10000000000000142,0.06629377112540115,118.50642998609905
should,23.64,23.8,6,0.16000000000000014,0.02666666666666669,37.499999999999964,23.72,0.03999999999999915,0.06924414250852888,199.27058223549193
speak,23.84,24.04,5,0.1999999999999993,0.039999999999999855,25.00000000000009,23.939999999999998,0.03999999999999915,0.06256364802977073,200.92368823815997
for,24.08,24.16,3,0.08000000000000185,0.026666666666667282,37.49999999999913,24.119999999999997,0.03999999999999915,0.05123194965963297,171.00782273694014
themselves,24.2,24.66,10,0.46000000000000085,0.04600000000000008,21.739130434782567,24.43,0.05999999999999872,0.06780077027429604,131.80510335427923
and,24.72,24.84,3,0.120000000000001,0.040000000000000334,24.999999999999794,24.78,0.05999999999999872,0.11999293994457653,179.84361945653222
yet,24.9,25.36,3,0.46000000000000085,0.15333333333333363,6.521739130434771,25.13,1.0399999999999991,0.08289621857001661,212.9448740618654
according,26.4,26.78,9,0.38000000000000256,0.04222222222222251,23.68421052631563,26.59,0.019999999999999574,0.12815890093179144,181.29740149622552
to,26.8,26.92,2,0.120000000000001,0.0600000000000005,16.66666666666653,26.86,0.5799999999999983,0.13394204830590653,177.40007201093184
the,27.5,27.58,3,0.0799999999999983,0.0266666666666661,37.5000000000008,27.54,0.060000000000002274,0.1031896633530308,120.87034221595201
way,27.64,27.82,3,0.17999999999999972,0.05999999999999991,16.666666666666693,27.73,0.019999999999999574,0.1494995357701656,148.38914835707533
to,27.84,27.92,2,0.08000000000000185,0.040000000000000924,24.999999999999424,27.880000000000003,0.05999999999999872,0.07827623992047807,
win,27.98,28.18,3,0.1999999999999993,0.06666666666666643,15.000000000000053,28.08,0.03999999999999915,0.10493322813431452,131.7524812375813
it,28.22,28.3,2,0.08000000000000185,0.040000000000000924,24.999999999999424,28.259999999999998,0.019999999999999574,0.010578538156451118,126.70919670068051
so,28.32,28.44,2,0.120000000000001,0.0600000000000005,16.66666666666653,28.380000000000003,0.09999999999999787,0.09527476805436946,115.6172743722808
it's,28.54,28.66,4,0.120000000000001,0.03000000000000025,33.33333333333306,28.6,0.0,0.035721587511578994,109.54394540337884
a,28.66,28.7,1,0.03999999999999915,0.03999999999999915,25.000000000000533,28.68,0.03999999999999915,0.03693930268810689,87.70432643353804
democrat,28.74,29.12,8,0.38000000000000256,0.04750000000000032,21.052631578947228,28.93,0.019999999999999574,0.0626081622311788,122.70319010695303
leaning,29.14,29.44,7,0.3000000000000007,0.04285714285714296,23.33333333333328,29.29,0.33999999999999986,0.0641460272953573,119.30972906742521
company,29.78,30.22,7,0.4399999999999977,0.06285714285714253,15.909090909090992,30.0,0.33999999999999986,0.0658693775584934,135.7180283619447
firm,30.56,30.98,4,0.4200000000000017,0.10500000000000043,9.523809523809485,30.77,0.6999999999999993,0.09295426151248212,128.0461786267352
only,31.68,31.92,4,0.240000000000002,0.0600000000000005,16.66666666666653,31.8,0.05999999999999872,0.15782484595615417,301.68595364696824
some,31.98,32.18,4,0.1999999999999993,0.04999999999999982,20.00000000000007,32.08,0.0799999999999983,0.11251159991228746,246.73197580329668
twenty,32.26,32.58,6,0.3200000000000003,0.05333333333333338,18.749999999999982,32.42,0.060000000000002274,0.08645510270677645,201.34076876753716
two,32.64,32.8,3,0.1599999999999966,0.0533333333333322,18.7500000000004,32.72,0.0800000000000054,0.08711133688607771,193.9505283541493
percent,32.88,33.22,7,0.3399999999999963,0.048571428571428044,20.588235294117872,33.05,0.0,0.07914442885496589,157.66139221575912
of,33.22,33.28,2,0.060000000000002274,0.030000000000001137,33.33333333333207,33.25,0.060000000000002274,0.09572607975006911,148.7619729619417
latino,33.34,33.78,6,0.4399999999999977,0.07333333333333296,13.636363636363706,33.56,0.060000000000002274,0.07398449479590546,155.22934250780838
voters,33.84,34.28,6,0.4399999999999977,0.07333333333333296,13.636363636363706,34.06,0.060000000000002274,0.06481675130876387,138.12064282637405
thirty,34.34,34.58,6,0.23999999999999488,0.03999999999999915,25.000000000000533,34.46,0.060000000000002274,0.07357298989984323,155.00699574255532
three,34.64,34.8,5,0.1599999999999966,0.03199999999999932,31.250000000000668,34.72,0.10000000000000142,0.0485758887818235,162.02787934778127
percent,34.9,35.32,7,0.4200000000000017,0.06000000000000024,16.6666666666666,35.11,0.020000000000003126,0.06441309874148284,139.1819236179972
of,35.34,35.5,2,0.1599999999999966,0.0799999999999983,12.500000000000266,35.42,0.4200000000000017,0.08952912374715465,122.59072642910992
black,35.92,36.22,5,0.29999999999999716,0.05999999999999943,16.666666666666824,36.07,0.03999999999999915,0.10380391385918546,139.25489333333945
voters,36.26,36.7,6,0.44000000000000483,0.07333333333333414,13.636363636363487,36.480000000000004,0.05999999999999517,0.08375487172078062,128.74029230979124
can,36.76,36.88,3,0.12000000000000455,0.040000000000001514,24.99999999999905,36.82,0.05999999999999517,0.12493060875227974,184.12006290143478
actually,36.94,37.2,8,0.2600000000000051,0.03250000000000064,30.769230769230163,37.07,0.05999999999999517,0.07198026069630342,238.22706403579852
identify,37.26,37.8,8,0.5399999999999991,0.0674999999999999,14.814814814814838,37.53,0.0800000000000054,0.09510406508634603,169.81490163419494
something,37.88,38.26,9,0.37999999999999545,0.04222222222222172,23.684210526316072,38.07,0.060000000000002274,0.06606890994132707,148.93894870177672
that,38.32,38.48,4,0.1599999999999966,0.03999999999999915,25.000000000000533,38.4,0.30000000000000426,0.0752415788955386,140.07641778320888
they,38.78,38.9,4,0.11999999999999744,0.02999999999999936,33.333333333334046,38.84,0.0799999999999983,0.14199037682904428,158.87309698631873
say,38.98,39.12,3,0.14000000000000057,0.046666666666666856,21.428571428571342,39.05,0.12000000000000455,0.11846177382066146,152.86082131460122
he's,39.24,39.52,4,0.28000000000000114,0.07000000000000028,14.285714285714228,39.38,0.0799999999999983,0.07368898876478541,165.44442745873513
done,39.6,39.82,4,0.21999999999999886,0.054999999999999716,18.181818181818276,39.71,0.03999999999999915,0.1106506276535942,154.05589119715054
to,39.86,39.94,2,0.0799999999999983,0.03999999999999915,25.000000000000533,39.9,0.03999999999999915,0.05599202732786584,148.73039146922173
specifically,39.98,40.74,12,0.7600000000000051,0.06333333333333376,15.78947368421042,40.36,0.5399999999999991,0.07127787490214178,163.52122300199935
make,41.28,41.44,4,0.1599999999999966,0.03999999999999915,25.000000000000533,41.36,0.03999999999999915,0.11380828970641765,160.59654380528823
their,41.48,41.62,5,0.14000000000000057,0.028000000000000115,35.714285714285566,41.55,0.020000000000003126,0.13299902911505804,137.88874537510927
lives,41.64,41.92,5,0.28000000000000114,0.05600000000000023,17.857142857142783,41.78,0.03999999999999915,0.0903147897823664,116.35802901326224
better,41.96,42.28,6,0.3200000000000003,0.05333333333333338,18.749999999999982,42.120000000000005,0.4200000000000017,0.05323233828552212,154.05771014161002
what,42.7,42.84,4,0.14000000000000057,0.03500000000000014,28.571428571428456,42.77,0.03999999999999915,0.11089691927948063,315.0151915064126
would,42.88,43.0,5,0.11999999999999744,0.023999999999999487,41.66666666666755,42.94,0.020000000000003126,0.10321185644997412,349.22058894896725
you,43.02,43.08,3,0.05999999999999517,0.01999999999999839,50.00000000000403,43.05,0.060000000000002274,0.1166837537626503,326.3724435283078
say,43.14,43.28,3,0.14000000000000057,0.046666666666666856,21.428571428571342,43.21,0.060000000000002274,0.11663073717861684,257.0382238789791
to,43.34,43.42,2,0.0799999999999983,0.03999999999999915,25.000000000000533,43.38,0.03999999999999915,0.06162648427999264,185.4943088252185
that,43.46,43.66,4,0.19999999999999574,0.049999999999998934,20.000000000000426,43.56,0.20000000000000284,0.11973830215557459,155.06821715203176
and,43.86,44.0,3,0.14000000000000057,0.046666666666666856,21.428571428571342,43.93,0.060000000000002274,0.10006093628703187,168.77081677736925
would,44.06,44.24,5,0.17999999999999972,0.03599999999999994,27.77777777777782,44.150000000000006,0.01999999999999602,0.08445711385532052,200.8594626564834
you,44.26,44.34,3,0.0800000000000054,0.026666666666668466,37.49999999999747,44.3,0.779999999999994,0.08237983709277462,218.1706257977816
how,45.12,45.26,3,0.14000000000000057,0.046666666666666856,21.428571428571342,45.19,0.03999999999999915,0.17931955479085612,246.09868603242566
would,45.3,45.42,5,0.12000000000000455,0.02400000000000091,41.66666666666509,45.36,0.0,0.12511222019487742,301.73034968659323
you,45.42,45.48,3,0.05999999999999517,0.01999999999999839,50.00000000000403,45.45,0.04000000000000625,0.12157360760222621,248.68984561750267
advise,45.52,45.8,6,0.27999999999999403,0.04666666666666567,21.428571428571885,45.66,0.020000000000003126,0.09029209117398666,185.55459615390555
him,45.82,45.88,3,0.060000000000002274,0.020000000000000757,49.9999999999981,45.85,0.01999999999999602,0.0572096767530114,176.36712907307444
to,45.9,45.98,2,0.0799999999999983,0.03999999999999915,25.000000000000533,45.94,0.0800000000000054,0.0462421536633456,154.1690168527193
connect,46.06,46.6,7,0.5399999999999991,0.07714285714285703,12.962962962962983,46.33,0.19999999999999574,0.06386734116727048,159.14391877150135
in,46.8,46.96,2,0.1600000000000037,0.08000000000000185,12.499999999999712,46.879999999999995,0.03999999999999915,0.10380775198540193,149.40277083601063
a,47.0,47.08,1,0.0799999999999983,0.0799999999999983,12.500000000000266,47.04,0.30000000000000426,0.11146231011946066,137.90917835981563
reelection,47.38,47.98,10,0.5999999999999943,0.05999999999999943,16.666666666666824,47.68,0.060000000000002274,0.06543931500067102,135.68945297897596
i,48.04,48.1,1,0.060000000000002274,0.060000000000002274,16.666666666666035,48.07,0.35999999999999943,0.1723882503724722,135.1259457791886
i,48.46,48.54,1,0.0799999999999983,0.0799999999999983,12.500000000000266,48.5,0.10000000000000142,0.14056179482239395,125.88789255941806
think,48.64,48.88,5,0.240000000000002,0.048000000000000397,20.83333333333316,48.760000000000005,1.0399999999999991,0.09715951293084751,127.51218651148105
joe,49.92,50.1,3,0.17999999999999972,0.05999999999999991,16.666666666666693,50.010000000000005,0.03999999999999915,0.12860424240327212,116.5213818612667
bond,50.14,50.36,4,0.21999999999999886,0.054999999999999716,18.181818181818276,50.25,0.020000000000003126,0.13710484878411225,112.65574126031925
has,50.38,50.5,3,0.11999999999999744,0.03999999999999915,25.000000000000533,50.44,0.03999999999999915,0.07836412484928373,101.49067645957972
done,50.54,50.68,4,0.14000000000000057,0.03500000000000014,28.571428571428456,50.61,0.0799999999999983,0.13023205390514378,104.74388952553196
extraordinary,50.76,51.32,13,0.5600000000000023,0.04307692307692325,23.21428571428562,51.04,0.03999999999999915,0.07900287987282685,100.84340966811259
job,51.36,51.6,3,0.240000000000002,0.08000000000000067,12.499999999999897,51.480000000000004,0.0799999999999983,0.03552058173645892,81.68589527563879
late,51.68,51.82,4,0.14000000000000057,0.03500000000000014,28.571428571428456,51.75,0.0,0.12686663286928812,106.60978251172997
in,51.82,51.86,2,0.03999999999999915,0.019999999999999574,50.000000000001066,51.84,0.020000000000003126,0.07089585932780403,98.97038687190216
the,51.88,51.94,3,0.05999999999999517,0.01999999999999839,50.00000000000403,51.91,0.03999999999999915,0.04692647903028563,95.87051256852733
country,51.98,52.28,7,0.30000000000000426,0.04285714285714347,23.333333333333,52.129999999999995,0.0799999999999983,0.07609780749643343,97.48575915421787
through,52.36,52.5,7,0.14000000000000057,0.02000000000000008,49.999999999999794,52.43,0.03999999999999915,0.05757276591253284,94.29222555100245
some,52.54,52.66,4,0.11999999999999744,0.02999999999999936,33.333333333334046,52.599999999999994,0.04000000000000625,0.050634861464419915,83.5169383880919
very,52.7,52.86,4,0.1599999999999966,0.03999999999999915,25.000000000000533,52.78,0.060000000000002274,0.0915713791020011,87.77410751848778
difficult,52.92,53.24,9,0.3200000000000003,0.03555555555555559,28.124999999999975,53.08,0.05999999999999517,0.043936535519007065,87.50252725048037
times,53.3,53.72,5,0.4200000000000017,0.08400000000000034,11.904761904761857,53.51,1.0200000000000031,0.0730457712745535,131.30958042862625
i,54.74,54.84,1,0.10000000000000142,0.10000000000000142,9.999999999999858,54.790000000000006,0.0799999999999983,0.12236989990771899,95.66498749668654
do,54.92,55.0,2,0.0799999999999983,0.03999999999999915,25.000000000000533,54.96,0.0799999999999983,0.09147664568376168,95.95359128385871
not,55.08,55.26,3,0.17999999999999972,0.05999999999999991,16.666666666666693,55.17,0.6000000000000014,0.13119157866685394,93.64768588424194
think,55.86,56.06,5,0.20000000000000284,0.04000000000000057,24.999999999999645,55.96,0.05999999999999517,0.08691726991415638,96.48784215653012
that,56.12,56.28,4,0.1600000000000037,0.040000000000000924,24.999999999999424,56.2,0.19999999999999574,0.06446816495881837,86.0042992999343
there's,56.48,56.66,7,0.17999999999999972,0.025714285714285672,38.88888888888895,56.56999999999999,0.04000000000000625,0.10218976141003033,89.61811757464237
gonna,56.7,56.86,5,0.1599999999999966,0.03199999999999932,31.250000000000668,56.78,0.11999999999999744,0.08595719938295937,87.64231579539063
be,56.98,57.06,2,0.0800000000000054,0.0400000000000027,24.999999999998312,57.019999999999996,0.0799999999999983,0.09414367026863321,83.5458476852892
any,57.14,57.28,3,0.14000000000000057,0.046666666666666856,21.428571428571342,57.21,0.03999999999999915,0.05147540934329353,83.67698649964281
kind,57.32,57.46,4,0.14000000000000057,0.03500000000000014,28.571428571428456,57.39,0.0,0.07565066939599195,81.31122311986691
of,57.46,57.54,2,0.0799999999999983,0.03999999999999915,25.000000000000533,57.5,0.060000000000002274,0.01651498034371991,
serious,57.6,58.02,7,0.4200000000000017,0.06000000000000024,16.6666666666666,57.81,0.27999999999999403,0.07761938987823434,83.11692782520205
primary,58.3,58.72,7,0.4200000000000017,0.06000000000000024,16.6666666666666,58.51,0.060000000000002274,0.08891072524748059,88.16508164693695
challenge,58.78,59.16,9,0.37999999999999545,0.04222222222222172,23.684210526316072,58.97,0.060000000000002274,0.07697681181258897,86.17615618971752
to,59.22,59.28,2,0.060000000000002274,0.030000000000001137,33.33333333333207,59.25,0.060000000000002274,0.03900992827724048,73.74685300672432
joe,59.34,59.48,3,0.13999999999999346,0.04666666666666449,21.42857142857243,59.41,0.04000000000000625,0.060751678442921175,83.9273848990939
button,59.52,59.82,6,0.29999999999999716,0.049999999999999524,20.00000000000019,59.67,0.03999999999999915,0.12978549234078993,104.6819316650653
i,59.86,59.9,1,0.03999999999999915,0.03999999999999915,25.000000000000533,59.879999999999995,0.060000000000002274,0.18941180803190324,88.25208492471161
think,59.96,60.1,5,0.14000000000000057,0.028000000000000115,35.714285714285566,60.03,0.01999999999999602,0.07830642112608367,85.0911398681846
the,60.12,60.18,3,0.060000000000002274,0.020000000000000757,49.9999999999981,60.15,0.03999999999999915,0.025211302877674934,89.19843974543377
democratic,60.22,60.68,10,0.46000000000000085,0.04600000000000008,21.739130434782567,60.45,0.03999999999999915,0.08326649243157001,86.007999697472
party,60.72,60.94,5,0.21999999999999886,0.043999999999999775,22.727272727272844,60.83,0.03999999999999915,0.09491795114619325,83.24270116181162
is,60.98,61.08,2,0.10000000000000142,0.05000000000000071,19.999999999999716,61.03,0.03999999999999915,0.032521388843661715,79.07345677908435
unified,61.12,61.62,7,0.5,0.07142857142857142,14.0,61.37,1.6000000000000014,0.10172343789108539,101.27290009725395
you,63.22,63.3,3,0.0799999999999983,0.0266666666666661,37.5000000000008,63.26,0.04000000000000625,0.12759717848156596,151.38997645094864
know,63.34,63.44,4,0.09999999999999432,0.02499999999999858,40.000000000002274,63.39,0.240000000000002,0.14198063738111438,102.91307041692204
there,63.68,63.8,5,0.11999999999999744,0.023999999999999487,41.66666666666755,63.739999999999995,0.020000000000003126,0.1683676746140856,103.2424188347507
was,63.82,63.94,3,0.11999999999999744,0.03999999999999915,25.000000000000533,63.879999999999995,0.020000000000003126,0.14149729299775926,103.44657064392935
a,63.96,64.02,1,0.05999999999999517,0.05999999999999517,16.666666666668007,63.989999999999995,0.020000000000010232,0.14045982473798405,96.03744951684995
lot,64.04,64.22,3,0.1799999999999926,0.059999999999997534,16.66666666666735,64.13,0.01999999999999602,0.17400370692790199,105.23195464695957
of,64.24,64.3,2,0.060000000000002274,0.030000000000001137,33.33333333333207,64.27,0.0799999999999983,0.032600678384071616,100.62783153971455
talk,64.38,64.76,4,0.38000000000000966,0.09500000000000242,10.526315789473417,64.57,0.7399999999999949,0.07758375005482737,106.06525381289644
you'll,65.5,65.68,6,0.18000000000000682,0.030000000000001137,33.33333333333207,65.59,0.01999999999999602,0.08454383720703632,100.9973599872855
remember,65.7,66.0,8,0.29999999999999716,0.037499999999999645,26.66666666666692,65.85,0.060000000000002274,0.11640346161451127,100.46982556028127
when,66.06,66.18,4,0.12000000000000455,0.030000000000001137,33.33333333333207,66.12,0.01999999999999602,0.09608586103662446,95.6816388686227
he,66.2,66.24,2,0.03999999999999204,0.01999999999999602,50.00000000000995,66.22,0.020000000000010232,0.07521521310330496,91.74523718636483
was,66.26,66.38,3,0.11999999999999034,0.03999999999999678,25.000000000002014,66.32,0.060000000000002274,0.055789062814514616,86.05396375007437
first,66.44,66.62,5,0.18000000000000682,0.036000000000001364,27.777777777776723,66.53,0.03999999999999204,0.07467650141961903,100.6238809971568
elected,66.66,67.12,7,0.46000000000000796,0.06571428571428685,15.217391304347563,66.89,0.14000000000000057,0.08964771142825415,96.53667082982805
because,67.26,67.52,7,0.2599999999999909,0.03714285714285585,26.923076923077865,67.39,0.5600000000000023,0.03511724792700119,81.24163006707515
sanders,68.08,68.44,7,0.35999999999999943,0.051428571428571344,19.444444444444475,68.25999999999999,0.01999999999999602,0.13712997057291906,108.73937809429025
had,68.46,68.56,3,0.10000000000000853,0.03333333333333618,29.999999999997442,68.50999999999999,0.01999999999999602,0.05608187086191435,87.22644422924431
run,68.58,68.8,3,0.21999999999999886,0.07333333333333296,13.636363636363706,68.69,0.060000000000002274,0.09809995636845939,91.9189306311456
that,68.86,68.98,4,0.12000000000000455,0.030000000000001137,33.33333333333207,68.92,0.09999999999999432,0.03743010652053984,85.11395845078522
somehow,69.08,69.42,7,0.3400000000000034,0.04857142857142906,20.58823529411744,69.25,0.0799999999999983,0.12765964591697387,89.68621667683705
there,69.5,69.66,5,0.1599999999999966,0.03199999999999932,31.250000000000668,69.58,0.04000000000000625,0.08750390911864667,81.10130704543096
is,69.7,69.82,2,0.11999999999999034,0.05999999999999517,16.666666666668007,69.75999999999999,0.30000000000001137,0.03995953708433271,80.66592424147747
this,70.12,70.28,4,0.1599999999999966,0.03999999999999915,25.000000000000533,70.2,0.14000000000000057,0.07008177517636763,77.81709144204287
huge,70.42,70.8,4,0.37999999999999545,0.09499999999999886,10.52631578947381,70.61,0.10000000000000853,0.1055916699954039,105.11144912683402
split,70.9,71.3,5,0.3999999999999915,0.0799999999999983,12.500000000000266,71.1,0.0799999999999983,0.0777836685736123,114.9971320141419
between,71.38,71.78,7,0.4000000000000057,0.05714285714285795,17.49999999999975,71.58,0.6200000000000045,0.061123784655198216,93.11184524275215
progressive,72.4,72.96,11,0.5599999999999881,0.05090909090908982,19.64285714285756,72.68,0.060000000000002274,0.08678570890027835,93.71666896194212
democrats,73.02,73.64,9,0.6200000000000045,0.06888888888888939,14.516129032257957,73.33,0.01999999999999602,0.09175502123762706,91.59571258212468
and,73.66,73.74,3,0.0799999999999983,0.0266666666666661,37.5000000000008,73.69999999999999,0.04000000000000625,0.06979460461007238,91.93927303753789
more,73.78,73.92,4,0.14000000000000057,0.03500000000000014,28.571428571428456,73.85,0.060000000000002274,0.089372446894292,94.43179525283722
centrist,73.98,74.36,8,0.37999999999999545,0.04749999999999943,21.05263157894762,74.17,0.060000000000002274,0.06614465002996972,91.50708379106973
democrats,74.42,74.92,9,0.5,0.05555555555555555,18.0,74.67,0.01999999999999602,0.08525803859454377,98.44961327942781
